rating,date,content,visit_time,reservation,wait_time
4.5,2026년 6월 9일 화요일,성심당 3년 반만에 왔당😎대전은 점점 성심당 왕국에 빵 세계가 되어가는 듯😸후기보니 좀 복불복인 거 같긴 한데 주말 대부분은 웨이팅이 심하다니 평일 고고🐇12시 쯤 갔는데 5분 정도 기다렸나 웨이팅은 있었지만 바로 들어갈 정도였다🤭매장 안은 여전히 당연히 엄청 혼잡했다🙂매장 자체나 빵 종류는 생각? 기대? 보다는 크거나 많지 않고튀소시리즈와 부추빵 바게트 등 잘 알려진그리고 시그니처 빵들이 있다!이번엔 이전 방문 때 없었던 빵들과있었지만 먹어보지 않은 빵들 골고루 구입해 봤는데8개를 샀는데 23000원 나옴😯게 중 먹후기를 적자면왜 때문에 빵집에 파는 김치김치주먹밥은 고깃집에서 마지막으로 볶아먹는 김볶밥 눌어붙은 맛?🤣 나고말차튀소는 살짝 기름진 말차크림에 단팥이 더해진 튀소빵이었당😝,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 9일 화요일,"평일 11시 방문1. 모찌식빵 쫄깃촉촉, 오보름달 담백! 상큼 블루베리파이, 고소 아몬드크루아상 등 소소하게 구입!김치찹쌀주먹밥은 안나와서 못샀.. 2. 명란바게트가 개선(?)됐어요. 전엔 명란소스가 위에있어 자를때 명란 떨어지고 그랬는데, 이제 안쪽에 있어서 잘라도 그대로에요. 3. 계산은 같이하지만, 포장 따로해야해서 쟁반두개로 담으니, 영수증에는 순서대로 찍혀서 목록 확인하기 쉽네요. 성심당 디테일 👍4. 맞은편 옛맛솜씨에서 테이크아웃 ”컵빙수“ “포장빙수”(7,000) 판매해요. 무려 “생망고빙수” 도 있고, 가격저렴! 5. 많이 사시면 쇼핑백 손목아픈데, 성심당문화원애서 “빵가방(숄더백)“ 파니 참고하셔요. (4,500원)튼튼하고 크고, 어깨끈 길고, 바닥면 넓어요.",점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 8일 월요일,판타롱 부추빵이랑 튀소구마 먹었어요~~월요일 평일에 가니까 웨이팅 없더라구요 ㅎㅎ성심당 진짜 맛있어요~~,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 6월 8일 월요일,지점이 여러곳으로 나뉘어져서 빵 종류가 예전만큼 많지는 않아요. 다양하게 사려면 여기저기 돌아야 할 것 같아요,저녁에 방문,예약 없이 이용,바로 입장
4.5,2026년 6월 8일 월요일,야채고르케  정말 맛있어요울신랑은 명란 바케트 최애~~~,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 8일 월요일,굿,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 8일 월요일,본점은 내부가 좁지만 전부 다 맛있어 보여서 한바퀴만 돌기 어려웠어요! 식사빵 종류도 다 맛있고 빵종류가 다양하니 취향에 맞는빵 무조건 고를 수 있어요~ 임산부 프리패스와 5프로 할인까지 챙기니 가성비 너무 좋아요!,점심에 방문,,바로 입장
5,2026년 6월 8일 월요일,케이크나 롤을 좋아하는 편은 아닌데 망고롤이 맛있다고 해서 구매했는데 상상 이상으로 맛있네요. 같이  구매한 순수 마들렌도  처음인데 너무 맛 있네요. 성심당은 한 번도 실망을 주지 않네요.,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 8일 월요일,친절하세요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 7일 일요일,바삭바삭하고 👍🏻맛있어요 웨이팅 없어서 완전 좋았어요😆,저녁에 방문,,
3.5,2026년 6월 7일 일요일,맛잇어요,아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 6일 토요일,best bread in korea SSD,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 6월 6일 토요일,빵은 맛잇어요,저녁에 방문,예약 없이 이용,30분 이내
4,2026년 6월 6일 토요일,내 사랑 야끼소바빵 품절 소식에 슬픔만 남았던....,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 6일 토요일,줄이 길어도 금방 빠져서 다행이었어요! 역시 성심광역시 이번에는 선물까지 잘 사서 갑니당!!,저녁에 방문,예약 없이 이용,30분 이상
5,2026년 6월 6일 토요일,"대전에 여행가서 마지막 코스로 성심당에 들렀어요. 사람들이 엄청 많이 줄을 서서 있어서 1시간을 기다려서 본점에 들어갔어요. 빵  몇개 순식간에 사서 주차장 갔는데, 11,800원 나왔어요. 영수증으로 1만원 할인 받고 1,800원 결제 했어요. 성심당 빵은 가격 좋고 맛도 좋아요. 평일에 방문하는게 좋을 듯해요.",점심에 방문,예약 없이 이용,1시간 이상
5,2026년 6월 6일 토요일,임산부 프리패스로 처음 가본 성심당! 다양한 빵들이 많았지만 튀김소보로 가득 사온날 ㅎㅎ 기본이 제일 무난하네용😋🤎,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 6일 토요일,좋아용,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 6일 토요일,"대전 하면 성심당!!웨이팅 많았지만 그냥 기다려서 구입했습니다말차 튀소, 그냥 튀소 둘다 맛있습니다인정!!",점심에 방문,예약 없이 이용,30분 이상
5,2026년 6월 6일 토요일,"☆대전 최애 빵집☆주말 점심시간에 방문. 2번째 방문이라 미리 좋아하는 빵들을 생각둔터라 거침없이 빵들을 쓸어 담았어요 ㅋ대기가 많았지만 30분이내 들어가서 좋아하는 빵들을 샀어요최애 월넛브레드, 말차크롸상, 야채고로게, 김치주먹밥등을 쟁이고 새로 출시한 망고시리즈들도 사왔어요냉동실에 쟁여놓고 한동안 잘먹을것같아요 👍",점심에 방문,,30분 이내
5,2026년 6월 6일 토요일,좋아요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 6일 토요일,새벽에 달려가서 줄서서 맛있는빵 마구마구사왔어요주말이라 차막혀서 3시간걸려 갔는데 맛있는빵 덕분에 힘든게 1도 없었음역시👍🏻👍🏻👍🏻,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 6일 토요일,주말이라대기줄은많았고요(당연히)중간에 양산쓰라고준비되어있고코끼리에어컨도 있고암튼 고객들이 힘들지않게 배려를많이해주시는듯빵도저렴하고.맛있고말모말모~~또 올게요ㅋ언젠가,점심에 방문,예약 없이 이용,30분 이상
5,2026년 6월 6일 토요일,언제나 맛있는 성심당,아침에 방문,예약 없이 이용,30분 이상
4,2026년 6월 6일 토요일,빵은 맛있는데 웨이팅이...ㅠ,아침에 방문,예약 없이 이용,30분 이내
5,2026년 6월 5일 금요일,임산부관련 혜택이 참 많고 너무 멋진곳입니다.,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 5일 금요일,명란바게트 최고!!!!,밤에 방문,예약 없이 이용,10분 이내
5,2026년 6월 4일 목요일,성심당 채고~!,점심에 방문,예약 없이 이용,바로 입장
4,2026년 6월 4일 목요일,굿,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 3일 수요일,성심당 최고!! 👍,저녁에 방문,,
5,2026년 6월 3일 수요일,늘 맛있는 성심당,점심에 방문,,
5,2026년 6월 3일 수요일,빵이 저렴한데 맛도 있어요. 왜 인기가 좋은지 이해가 갑니다..bbb,점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 6월 3일 수요일,빵 진짜 많고 사람도 진짜 많고~명란 바게트 자극적인거 좋아하시면 정말 추천입니다카카오순정은 웬만큼 초코를 좋아하시는게 아니면 드시지마세요...,점심에 방문,예약 없이 이용,30분 이상
4,2026년 6월 3일 수요일,가성비짱,아침에 방문,,30분 이상
4.5,2026년 6월 3일 수요일,오! 말차튀소 맛있네요??찹쌀주먹밥인가 그건 인스타에서 맛있대서 사봤는데 별로였어요.케이크가 무거워서 사진을 많이 못 찍음 ㅜㅠ초코버터바게트 맛없음.명란바게트 가격대비 너무 맛있음,아침에 방문,예약 없이 이용,30분 이내
4.5,2026년 6월 3일 수요일,아이들이 원해 종종갑니다.가성비 좋은건 모르겠고 맛있고 좋아하는메뉴가 있어 줄서는것도 참으며 가네요~^^,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 2일 화요일,👍🏻,저녁에 방문,,
4.5,2026년 6월 2일 화요일,처음으로 가봤어요. 평일인데도 사람이 많더라고요.,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 1일 월요일,역시 성심당.. 빵 하나하나 다 맛있어요!,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 1일 월요일,평일 낮에 방문했는데 10~20분 웨이팅이 있었지만 금방 빠졌어요. 평일에 방문하는 게 좋은 것 같아요,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 1일 월요일,역시는 역시 성심당입니다. 사람도 많고 빵도 많고 가성비도 좋고 맛도 좋습니다. 너무너무 힘들었는데 만족했어요.,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 1일 월요일,성심당만 가면 과소비..그치만 빵을 안담을수가없어요!맛있고 좋아요~~,점심에 방문,예약 없이 이용,10분 이내
4,2026년 6월 1일 월요일,햇빛이 안그래도 뜨거웠는데앞에서 우산무료대여를 해주네요쓰고 난뒤 입장하기전 그냥 꽂는게 아니라 겉에 끈부분 부착해서 다시 넣어두면 됩니다성심당은 대전의 문화라던데여기만 사람들이 많아요평일이라도 연휴 끼여있는 샌드위치 평일은 오지마세요5월초 3시간대기래요이 날은 10분기다렸어요생일이라 성심당에서 3천원쿠폰주네요앞뒤로 3일씩해서 총 일주일이내 쓰시면되요계산시 쿠폰을 보여주지않아도직원분께 쿠폰사용한다고 얘기하면바코드만 찍어도 쓸수가 있더라구요말치크라상 DCC점에성 맛나게 먹어서본점에서 구매했는데본점이 더 달아요달아서 그런지 크림이 안에도 가득인데덜어내고. 먹었어요더 사려고하는데쟁반에 다 올라가지않아서 한번 계산후다시 담아서 또 계산했어요,점심에 방문,예약 없이 이용,10분 이내
4,2026년 5월 31일 일요일,엄청 엄청 가보고 싶었던 성심당!!사람이 엄청 많은거 치고는 줄이 금방 줄어들더라고여 ㅎㅎ주말 17시쯤 갔는데 한 15분 가량 웨이팅한 거 같습니다 무더운 날씨라 이것도 힘들더라고요ㅠㅠ근데 뭔가 기대한거치고는 맛은 약간 평범한거 같아서 솔직히 웨이팅 오래해서 먹을 정도는 아니라고 생각합니다ㅠㅠ주변사시는분들이나 여행 중 시간이 많으신 분들이 방문하면 진짜 가성비도 좋고 빵 종류도 엄청 다양하니 넘 좋을것 같아요!!! 성심당 하나 보고 방문할 정도는 아니라고 생각합니다그래도 엄청난 인기와 말도 안되는 가성비는 역시 대전의 랜드마크라는걸 다시 한번 알게 됐어요 ㅎㅎㅎ,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 31일 일요일,덕분에 성심당 본점 빵 구입 완료! :) 질서 있게 안내해 주셔서 고맙습니다. 대전 빵 맛집 성심당 본점https://m.blog.naver.com/holedays/224301799138,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 31일 일요일,"대전 여행의 하이라이트라고 해도 과언이 아닌 성심당 본점을 드디어 방문했습니다🥐💛 평소 빵을 정말 좋아하는 아내와 함께라 더욱 기대가 컸는데, 매장에 들어서는 순간 다양한 빵들이 가득 진열되어 있어 눈이 휘둥그레지더라고요. 하나하나 맛있어 보여 고르다 보니 어느새 쟁반이 가득 차 있었고, 결국 빵 한 무더기를 결제하게 되었습니다😊갓 구운 빵의 고소한 향과 활기찬 매장 분위기 덕분에 쇼핑하는 내내 즐거웠고, 아내도 연신 행복한 표정을 지어 저까지 기분이 좋아졌어요. 유명한 이유를 직접 느낄 수 있었던 곳으로, 빵을 좋아하는 분이라면 대전에 방문했을 때 꼭 들러볼 만한 명소라는 생각이 들었습니다. 맛있는 빵과 함께 행복한 추억까지 담아온 만족스러운 방문이었어요✨🥖🥐🍞",점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 31일 일요일,성심당 기다리며 드세요~~~~ 시원하고 망고 맛있네용역시 주말이라 그런지 멜론케이크 품절부추빵 넘 맛있네용 명란바게트 저번에 먹고 반해서 3개 구입!!!,점심에 방문,예약 없이 이용,바로 입장
4,2026년 5월 31일 일요일,명란바게트과 부추빵은 꼭 드셔보세요 넘나 맛있습니다🩵,점심에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 31일 일요일,"성심당 4번째 방문이라 이번에는 정말 침착하게 하나하나 빵을 살펴보며 신중히 골라담았습니다.성심당 빵추천은 사실 크게 의미가 없는게, 종류가 워낙 많고 재료가 듬뿍듬뿍 들어가있어서 웬만하면 다 맛있기 때문에 취향에 따라 고르면 됩니다. 저는 초코폭탄, 작은메아리, 뺑오쇼콜라(밤크림이 들어간) , 토요빵, 아몬드크루아상, 말차크루아상 샀어요.밤 크림이 들어간 뺑오쇼콜라가 기대보다 맛있어서 놀랐어요. 밤의 고소하게 풍겨나오면서 밑에 깔린 초코렛이 달콤함을 더해주고 패스트리의 바삭함 때문에 식감도 좋아요. 성심당은 때마다 새로운 빵들이 나와서 고르는 재미가 있는 것 같아요.",점심에 방문,예약 없이 이용,바로 입장
1,2026년 5월 31일 일요일,이 무더위에 줄서다가 사람 쓰러졌는데도 알바들 빵 파는데 정신팔려 아무 대처도 안하고. 대기줄에도 알바들 배치하던가. 안전장치를 마련하던가...빵장사 이전에 사람을 먼저 생각하는 기업이 돼라.,점심에 방문,예약 없이 이용,2시간 이상
5,2026년 5월 31일 일요일,웨이팅 한 보람 있어요 너무 맛있어요 😊 명란바게트 초코버터바게트 최고입니다,아침에 방문,예약 없이 이용,30분 이상
4.5,2026년 5월 31일 일요일,오랜만에 부추빵!! 만두같이 맛잇떠여어!작은메아리 드뎌 먹어봣떠요 짱맛!김치주먹밥먹고싶엇는데 9시부터 품절..ㅜㅜ 흑카레 고로케는 꼭 드세용! 짱맛!!,아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 31일 일요일,주말오픈런했는데 오픈시간보다 일찍가세요~~빵 한가득 샀는데 5만원조금 넘게 나왔어요 가성비 좋네요ㅋㅋ,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 30일 토요일,🥭 🍞 🥯 🥐 🥖 🤤😋,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 5월 30일 토요일,빵지순례에 기다림은 필수,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 30일 토요일,리뷰가 필요없는 곳이지요^^첨 가보지만 대기해도 만족!의외의 선물은 마구잡이로 만들어진듯한 삼각김밥도 별미였어요,점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 30일 토요일,👍👍👍👍👍👍👍,점심에 방문,예약 없이 이용,30분 이내
4,2026년 5월 30일 토요일,"7시45분에 도했음에도 저처럼 잠없으신 분들 많으신건지 매장에 사람 어느정도 있어서 깜놀🤣🤣케익부띠끄는 어마무시해서 줄 설 수 없었음ㅋㅋ역시 빵순이 빵지순례 주기적으로 해야함ㅋㅋ샌드위치🥪는 지하에서 구매하는거라 잠시 대기한 후 바로 구매✌️애플브리치즈, 애플바질잠봉 둘다 마싰었음😁",아침에 방문,예약 없이 이용,바로 입장
3.5,2026년 5월 30일 토요일,"옛날에는 본점 말고 다른곳은 생각할 수도 없었는데 지금은 딱 한국 주식시장 같이 되어버렸다.그냥 성심당 본점으로 장사하다가 케이크 디저트 잘팔리니까 케익 부띠크로 물적분할해서 옆 가게로 자회사 상장그 후에 샌드위치 잘 팔리니까 샌드위치도 분할해서 내보내기그 이후에는 케익 부띠크가 시루로 대박나니까 시루까지 부띠크에서 떼어서 성심당 시루케익 전문점으로 분할이 지경까지 이르니 본점갈 이유가 많이 줄어든게 사실이지만, 줄도 그만큼 줄어들어서 주말에도 대기없이 들어가는게 가능해졌으니 오히려 좋은가 싶기도 하다.",아침에 방문,예약 없이 이용,바로 입장
3.5,2026년 5월 30일 토요일,주말엔 피해야하는 본점,아침에 방문,예약 없이 이용,30분 이상
4.5,2026년 5월 29일 금요일,빵맛있어요~,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 29일 금요일,"옐로우망고 맛있어요 올라간 망고와 망고크림 그리고 부드러운 빵이 잘 어울립니다튀소는 말차튀소, 고구마튀소, 초코튀소 전부 맛있습니다 냉동하고 에프 돌리면 똑같이 맛있으니 넉넉히 사도 됩니다 김치찹쌀주먹밥은 튀긴거라 늦어도 당일 안에 먹는게 좋습니다  강추반미도 맛있어요",저녁에 방문,,바로 입장
2.5,2026년 5월 29일 금요일,5월 29일 금요일 오후 5시쯤 갔는데 결제할때 따로 결제&따로 담아달라 말씀 드려서 안경쓴 젊은 여성분은 알겠다고 들으셨는네 결제하시는 키 크신 젊은 남성분 ^^_ ~~~본인이 못들어두고 ㅋㅋ 포스기에 다 담아서 누르셔서 한번 더 말해주니 한숨을 대놓고 푹~... ㅋㅋㅋㅋ 대놓고 티내는 한숨이라 너무 어처구니가 없었음 ㅜㅜ진짜 개빡쳤어용 ㅎㅎ 처음으로 성심당 갔는데 알바인지 태도가 ㅋㅋ 다른분들은 다 착했어용~~,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 5월 29일 금요일,대전의 성심당 너무 재밌고 알차게 방문했어요다양한 빵들이 가격도 착하고 맛도 좋아서 다음 번에도꼭 다시 방문하겠습니다,점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 28일 목요일,좋아요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 28일 목요일,"목요일 오전 9시 10분경 방문, 대기줄 없음.케익부띠크, 샌드위치정거장, 본점, 문화원 전부 대기줄 없었음.오랜만에 방문하니 처음보는 빵들도 많았고오후에 방문했을 때보다 비교적 사람이 적어서 빵 고르기 훨씬 수월했습니다.계산줄은 매대마다 한줄서기하면 됩니다. 지점별 1만원 이상 결제시 1시간 무료 주차권을 줍니다.(영수증 하단에 바코드 붙어있음)",아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 27일 수요일,평일 오후7시 성심당 웨이팅이 없고 빵 가지수도 좋네요 !,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 27일 수요일,"망고롤 달달달콤해서 너무 맛있어요~~!!역시 빵은 성심당이 최고고, 딸기시루에이어 망고롤케이크 두번째 도전인데 넘넘 만족스럽습니다~~!기다린보람이있어요",점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 27일 수요일,야구 없는 평일 낮엔 줄 많이 안 길다아몬드 크로와상말차 크로와상말차튀소퀸아망크림치즈화이트번작은메아리강추,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 27일 수요일,빵 맛있어요 명란바게트 최고 👍 빵 종류가 많아 👍역시 성심당,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 27일 수요일,역시 빵 너무 맛있는데요?,아침에 방문,예약 없이 이용,10분 이내
5,2026년 5월 26일 화요일,말차튀소~ 굿,밤에 방문,,
5,2026년 5월 26일 화요일,굿,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 26일 화요일,성심당 빵맛이야 말모😋 평일 저녁시간에 방문했더니 웨이팅 없이 빵겟👏🏻,저녁에 방문,,
5,2026년 5월 26일 화요일,들뜬 마음으로 성심당 본점방문🛐 웨이팅 없길 기도햇는데 평일 오후 4시경은 다행히 바로 입장가능했다🅰️ 투표빵이 새로 나왔다♻️ 아마 투표날까지 운영하는 특수목적으로 제작된 빵인것같다🎟 항상 포장해갔던 성심당 시그니처인 보문산 메아리는 이날 좀 쉬어가는걸로하고 대신 모찌모찌식빵으로 대체구매하였다🏕 집에 있는 블루베리잼을 발라서 먹으니 더 맛이 조화로웠다👀 빵 하나 가격대가 거의 2~3천원수준을 벗어나지않는 저가 수준대이지만 퀄리티는 이태껏 먹어본적없는 최상급 품질을 자랑한다🛍 특히 이번에가니 성심당 본점에서 한 직원이 멘트를 선창하면 나머지 전직원이 후창하는 포인트가 뭔가 모르게 소름 돋았다🎶 성심당 주차는 역시 믿을수있는 정오주차장 추천!,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 26일 화요일,"정말 본점에 오랫만에 웨이팅 성공^^ 오후 에 도칙하고 10분만에 입장 성공!! 명란바게트, 부추빵은 언제나 맛있어요^^ 이날도  매장안에 인파가 북적 북적이자만 이것 저것  골라도 푸짐해서 기분좋게 득템하고 갑니다!!! 성심당 번창하길!",점심에 방문,,10분 이내
5,2026년 5월 26일 화요일,빵이 하나같이 다 맛있어요! 믿고먹는 성심당😋,점심에 방문,,
5,2026년 5월 26일 화요일,먹느라사진 찍는 거 깜박...새우낙지고로케 매콤하구 야끼소바빵 맛나요물론 탄수화물폭탄이라 배탈낫지만 그래도 낼또 먹고싶음,점심에 방문,,
5,2026년 5월 26일 화요일,"서울에서 창원으로 내려오는 길에 성심당 튀김소보로가 생각나서 대전을 경유해 방문했어요. 이번에는 형제세트를 구매했는데, 튀김소보로 3개와 튀소구마 3개로 구성되어있어 두 가지 대표 메뉴를 모두 즐길 수 있어 좋았어요. 바삭한 겉면과 달콤한 속이 역시 기대를 저버리지 않았어요. 이번에 처음 먹어본 ㅡ우유고로케와 ㅡ야채고로케도 정말 만족스러웠어요.우유 고로케는 부드럽고 고소한 맛이 매력적이었고,야채 고로케는 속 재료가 알차고 담백해서 부담 없이 먹기 좋았어요. 왜 성심당이 대전 대표 빵집으로 사랑받는지 다시 한번 느낀 방문이었어요. 다음에 대전을 지나게 되면 또 들러서 다양한 빵을 구매할 예정이에요.",점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 5월 26일 화요일,맛있어요,밤에 방문,예약 없이 이용,10분 이내
5,2026년 5월 25일 월요일,"오랜만에 먹어도 맛있는,,🤍🥖",점심에 방문,예약 없이 이용,
5,2026년 5월 25일 월요일,성심당 빵 맛있더라구요 기다리는건 어쩔수 없다교 생각합니다.,아침에 방문,예약 없이 이용,1시간 이상
4,2026년 5월 25일 월요일,오픈 8시 전에 입장하게 해줘요~ 빵 먼저 사고 케익사는거 추천드려요~ㅎㅎ,아침에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 24일 일요일,"■ 성심당 본점 ■주말 점심, 오후 웨이팅은 최소 2시간 각오하세요저녁 7시에 가도 최소 1시간 ^^그래도 성심당은 사랑입니다. 국내 최고 베이커리.굿",저녁에 방문,예약 없이 이용,2시간 이상
5,2026년 5월 24일 일요일,좋아요 :),점심에 방문,예약 없이 이용,2시간 이상
5,2026년 5월 24일 일요일,성심당 최고..👍,점심에 방문,예약 없이 이용,2시간 이상
4.5,2026년 5월 24일 일요일,대전 약속있어서 들렀어요! 대전갈일 있을때 들리기 좋아요,점심에 방문,예약 없이 이용,1시간 이상
4,2026년 5월 24일 일요일,좋아요,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 23일 토요일,임산부 프리패수 너무좋아용천사 친구가 같이 도와줘서 편히 담았어용,밤에 방문,예약 없이 이용,바로 입장
4.5,2026년 5월 23일 토요일,대전하면 무조건 방문해야되는 성심당빵많고 역시 좋아요 저녁에 가도 웨이팅 있어요(주말기준),저녁에 방문,예약 없이 이용,30분 이내
1,2026년 5월 23일 토요일,사람이 너무 셀 수 없이 많은데직원분이 매장 안에 계속 들여 보내서빼곡 채워져서는 움직이는 것도 힘들고빵을 고르는 것도 힘들었네요빵은 맛있지만 불편한 시스템 때문에 안갈 듯 ㅠㅠ,저녁에 방문,예약 없이 이용,30분 이내
4,2026년 5월 23일 토요일,가성비 너무 좋아요 맛은 물론,저녁에 방문,예약 없이 이용,10분 이내
4.5,2026년 5월 23일 토요일,다양한 빵 구비... 맛있어요..,저녁에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 23일 토요일,"기다림이 지루했지만, 사진에는 없는여러가지 샌드위치까지맛있게 잘 먹었습니다",점심에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 23일 토요일,아버님 사드렸는데 맛있다고 좋아하셨어요 ㅎ,점심에 방문,,바로 입장
5,2026년 5월 23일 토요일,임산부혜택으로 편하게 구매했어요 ㅎㅎ빵 너무 맛있구 순수롤 최고입니당👍🏻👍🏻👍🏻👍🏻,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 23일 토요일,주말 토요일 방문 대기 줄이 어마어마 합니다. 한참을 기다려서 정신없이 담아 구매해서 왔는데더 살걸 하는 아쉬움이 많았어요 ㅠㅠ모든 제품 다 맛있어요. 빵이 기본적으로 너무 맛있네요. 먼 거리를 가는데 손이 부족해 더 사고 싶어도 못 사는정말 우리집 앞에 있었으면 하네요. ㅠㅠ,점심에 방문,예약 없이 이용,1시간 이상
4.5,2026년 5월 23일 토요일,이제 빙수의 계절이니 성심당 팥빙수 먹어줘야죠.오랜만에 먹는데 떡이 크게 세 개 들어있네요.떡은 작게 여러개 있는게 좋은데^^;;그래도 맛있습니다.포장용기 안에 드라이 아이스 들어있어서 30분 정도는 괜찮았어요.,아침에 방문,예약 없이 이용,10분 이내
5,2026년 5월 22일 금요일,"성심당에서 아직 안 먹어본 새로운 빵에 도전~! 토요빵🍠, 마라미 고로케👍, 우유고로케!토요빵은 적색 고구마로 만든 빵이고 겉면은 달달한 소보루, 속에는 타피오카가루로 만든 찰떡이 들어있는 담백하고 다양한 식감을 느낄 수 있는 빵!가격도 저렴(3800원)하고 크기도 크고 담백하게 맛있기까지하니 굿!👍마라미 고로케!! 포장 종이 뒷면에 마라미 고로케 탄생기가 적혀 있는데 내용을 읽기 전에도 한입 먹지마자 오! 맛있다 했는데 내용을 읽으니 이 빵이 나오기까지 엄청난 노력이 담겨있다는 것이 느껴져서 더 맛있게 느껴졌습니다!!!👍 생각보다 마라맛은 잘 안느껴지는데 그래서 더 좋음!우유고로케는 우유 크림 식감도 독특하고 빵 겉에 우유랑 어울리는 콘푸라이트기 붙어있는 것이 아이디어가 좋다 느껴졌어요!",저녁에 방문,예약 없이 이용,바로 입장
3,2026년 5월 22일 금요일,솔직히 그닥,저녁에 방문,예약 없이 이용,
5,2026년 5월 22일 금요일,임산부 프리패스로 오래 기다리지 않고 입장해서 좋았음 빵도 맛있고 저렴-♡,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 22일 금요일,"대전 하면 빼놓을 수 없는 성심당🥐종류가 워낙 다양해서 들어가자마자 뭘 담아야 할지 행복한 고민튀김소보로는 겉은 바삭하고 안은 달달해서 왜 유명한지 바로 이해됐고, 빵들이 전체적으로 자극적이지 않으면서 기본기가 탄탄한 느낌이었어요. 갓 나온 빵 냄새 맡으니까 계속 집게 들게 되는 마법매장 회전도 빠른 편이라 사람 많은 것치고 답답함은 덜했고, 빵 좋아하는 사람이라면 한 번쯤 꼭 들러볼 만한 곳",저녁에 방문,,
5,2026년 5월 22일 금요일,■ 성심당 본점 ■대한민국 최고의 베이커리모든 빵이 다 맛있어요굿,저녁에 방문,예약 없이 이용,2시간 이상
4.5,2026년 5월 22일 금요일,굿,점심에 방문,,
5,2026년 5월 22일 금요일,"본점에서만 산건 아니지만요, 진짜 가성비 최고의 망고시루와 망고타르트네요. 다른빵들도 가성비 최고입니다. 물로 사람마다 입맛도다르고 좋아하는게 다를거지만요, 저는 망고시루가 진짜맛있었구요, 적당히 크림도있어서 계속 먹을수있었던것같아요. 그리고 보문산메아리가 딱 제스타일이에요ㅎㅎ 비슷한종류의빵을 다른곳에서도팔지만 여기꺼가 젤루맛있었습니다.줄설때 시원한바람도나오고, 햇빛가릴 우산도 빌려주시고, 생각보다 긴 줄도 금방빠져서 좋았어요!  또올게요~~ 금방 또갈것만같아요ㅎㅎ",점심에 방문,,30분 이상
4,2026년 5월 22일 금요일,맛있어요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 22일 금요일,금요일 오전 결제까지 딱 20분 정도 걸렸고 한아름 샀는데 5만원 나왔어요ㅎㅎ,점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 22일 금요일,평일 아침 웨이팅은 없고 계산하려면 줄 좀 서야됨주말에가면 혼돈의 카오스 그 자체...,아침에 방문,예약 없이 이용,바로 입장
