별점,날짜,리뷰
1.0,2025.01.11.,"정성이 없는 공장같은 맛
서울사람인데 진짜 노맛이에요
웨이팅 없었는데 그래도 먹고나서 열받았어요 
부추빵은 선물 받아 먹었을때도 가서 ..."
5.0,2025.01.10.,"가성비가 너무 좋아서 가성비만 좋겠지 싶었는데 하나하나 맛도 너무 맛있었습니다.
성심순크림빵 너무 촉촉하게 맛있었고 튀소는 많이 먹어봐서 딸기,초코튀소, 튀소구마 먹어봤는데 딸기튀소도..."
4.0,2025.01.03.,오전에 갔는데 사람 정말 많았음. 내부에선 줄을 안 서는데 사람이 넘 많아서 빵 보고 고르려면 줄을 설 수 밖에 없어짐ㅋ.. 직원분은 줄 서지마시라 하는데 불가항력이었네요~ 계산대는 진짜 줄이 없긴 했어요. 빵은 ...
4.0,2024.12.29.,"포장해서 먹었는데 식어도 맛있네요 부추빵은 비추 넘 심심하고 풋내나서 먹다버렸고 소보로랑 크루와상 맛나요 명란바게트도 짭짤하니 맛있네요
사기전에 대기가 길었어요 고를때도 후다닥!! 이용방법. 숙지하시고 가세요 미..."
5.0,2024.12.25.,"너무너무너무 맛있어요
들어가는데 시간 오래 걸리는것도 아니고 줄도 안밀리게 할려고 계산 하는 곳도 많고 
빵도 가격 저렴하고 맛있어요 ㅠ 특히 명란바게트 미쳤어용.."
5.0,2024.12.07.,항상 애용하는 대전의 자랑.
5.0,2024.11.17.,"주말에 줄서기 싫었는데...
앞으로는 평일에만 가야겠네요 😀"
5.0,2024.11.16.,토요일 13시53분의 빵 라인업
5.0,2024.11.15.,알밤시루 크게 기대 안했는데 적당히 달달하고 맛있어요 행복해요 영원하라 성심당
1.0,2024.11.05.,별로 동네 빵집. 맛없는 동네 빵집보다 못함.
4.0,2024.11.02.,"빵 맛은 최고!! 가격도 최고!!
하지만 그만큼 사람이 정말 많습니다!!"
5.0,2024.11.02.,맛있더라고요 가격도 괜찮고
5.0,2024.10.27.,"This is undoubtedly the number 1 bakery in South Korea. The taste, environment,  vibes are all different. I am privileged enough to live nearby the main store and have a bite o..."
5.0,2024.10.23.,"역시 성심당은 성심당이다. 말이 필요 없습니다. 특히 가성비가 진짜 대단합니다... 깜짝 놀랄 정도랍니다
하나 놀란 점이라면 제품명을 정확히는 모르지만..."
3.0,2024.10.23.,"하도 성심당 성심당 하길래 대전간김에 왕창 사왔지만…
그냥 먹어봤으니 된 것 같다. 빵 종류 많고 확실히 저렴하긴 한 것 같은데 딱 그런 맛이랄까..? 특히 소금빵은 맛없어서 놀람. 요즘 워낙 맛있는 빵집 많아서 굳이 여기거 안 사먹을 듯"
4.0,2024.10.13.,예약하면 줄 안서고 바로 픽업할 수 있어서 좋네요
5.0,2024.10.09.,"한글날 성심당 오전에 가니 20분정도 줄서면 되었어요~ 성심당은 어느지점이던지 직원분들도 참 친절하셔서 좋아요~~^^
성심당가고싶어서 빵순이인 제가 초1딸과 7개..."
5.0,2024.10.08.,가성비는 말할것도 없고 친절하시고 맛도있고 집 근처면 매일 오고싶다
5.0,2024.10.04.,우유고로케 & 부추빵 두가지를 먹으러 다시 대전에 가고싶다
5.0,2024.10.03.,"최고다!
줄 선 가치가 있다."
5.0,2024.10.01.,맛도 좋고 가격도 저렴하고 성심당이 있는 대전시가 부럽다.
5.0,2024.09.29.,근처 주차장 여러곳 할인권줘서 주차비 부담은 별로 없었어요. 줄은 길었지만 금방 빠져서 기다릴만했고 직원분들이 다들 친절하셔서 감사했었습니다. 빵값이 엄청 싸고 맛은 뭐 말할필요없이 맛있네요. 다들 왜 성심당 성심당하는지 알겠어요.
5.0,2024.09.25.,"대한민국 빵집의 성지이자 끝판왕 성심당 본점이다.
빵의 퀄리티는 말할것도 없고 종류도 많으며 가격도 남는게 있나 싶을 정도로 싸다.
손님들의 행렬로 마치 놀이기구 타러 간 거 마..."
5.0,2024.09.25.,사람은 많지만 친절하게 안내가 잘되서 좋았어요!
5.0,2024.09.25.,"지나가다가.. 빵돌이는 아니지만.. 들어가서 보는 것이..
진짜 사람도 많고.. 빵도 많고.."
3.0,2024.09.14.,"대전은 성심당이 관광지? 필수코스인건
20년전이나 지금이나 변함이 없는듯 
그만큼 대전에 갈 곳이 적고..."
4.0,2024.09.12.,"주차가 곤란하다는점.주차는 성심당 문화원 이곳에가능한데
주차대수가 적음 대중교통 이용추천"
5.0,2024.09.10.,"두말하면 입아픈 곳
대전 갈 일이 생기면 무조건 들렀다 가는 곳"
5.0,2024.09.06.,성심당💗
4.0,2024.09.01.,"성심당에서 빵을 사서 다른 곳에서 먹어 불편하지만 또다른 즐거움이 있는 카페라 좋네요.
빵은 전반적으로 조금색..."
5.0,2024.08.31.,제 최애 빵집입니다 🙂 처음에는 튀소 먹으러 갔었는데 다른 빵도 다 맛있고 저렴하고 심지어 좋은 재료를 써서 안 들릴 수가 없는 곳이이요. 대전 출신도 아닌데 성심당 때...
5.0,2024.08.30.,"튀소구마, 튀김 소보로 사러 대전왔는데 빵 맛있네요~~ 
맛있는 빵들 가득 사고 갑니다!!"
5.0,2024.08.26.,월요일 오전도 사람 많아요!!
5.0,2024.08.26.,"오래도록 가고 싶어도 못가본 성심당을 드디어 방문!!
설명이 필요치 않네요"
5.0,2024.08.17.,"일요일 8시 도착해서 8시 반에 들어갔는데 나오니 줄이 두 배 되어있어서.. 기다리는 거 안좋아하시면 무조건 오픈런하셔야 합니다.

튀소 ..."
1.0,2024.08.09.,"사람 진짜ㅡ많고 대기표 있었음 좋겠음.
  줄 진짜 너무 길어서 포기 주차할곳도 없음"
5.0,2024.07.30.,"젊은 시절을 대전에서 보내서... 어릴 때부터 즐겨가던 빵집이에요. 전 튀김소보로와 부추빵은 좋아하지 않고, 다른 빵들은 다 좋아해요"
4.0,2024.07.30.,웨이팅이 좀 길고 점원이 빵을 던지며 계산해서 기분은 나빴지만 빵은 맛있네요…..
5.0,2024.07.26.,"망고시루 절망편. 그러나 맛있다. 두 번 먹음.
귤시루 희망편. 

빵추천: 성심당에 있는 빵 진짜 많이 먹었는데 특히 <미스터홍, 보..."
4.0,2024.07.15.,"줄 디지는 거임
단. 빵은 가성비 좋거 맛남^^
본점은 주차 못한다고 생각하고 가긔"
5.0,2024.07.11.,주차가능 소보로 떡케이크 잠봉뵈르 주먹밥
5.0,2024.07.11.,"명실상부한 대전의 마스코트, 성심당에 다녀왔어요. 오로지 빵을 사기 위해 대전 오신다는 분들도 있는 정도로 국내에서 가장 유명한 빵집입니다. 당일 만든 빵은 당..."
5.0,2024.07.08.,성심당은 좋은 것
5.0,2024.07.04.,"성심당은 언제나 최고ㅠㅠ
탁순희빵이 제일 맛있는데 단종됐나봄.. 작년부터 안보임ㅠㅠㅠ"
4.0,2024.07.01.,"사람이 많아서 웨이팅이 길고 시끄러움
음식은 맛있었다"
5.0,2024.06.30.,"이 가격에 이 맛..?
대전사람들 너무 부러워요"
5.0,2024.06.29.,"대전을 방문해야 하는 이유
빵이 전체적으로 많이 달자 않고 금방 물리지 않는 맛 + 말도 안되게 저렴한 가격
성심당만 방문하기 위해 대전을 또 오고 싶다"
4.0,2024.06.24.,"“본점”이라는 역사적인 의미는 있지만
빵의 종류나 쾌적함이랑 거리가 멀어요
다른 지점 방문하시는게 시간도 절약하고 더 메리트가 있..."
4.0,2024.06.23.,"가성비 좋은 빵집
유명한 만큼 리젠률일 좋아서 빵이 적당하게 딱 먹기 좋은 상태로 있음
하지만 안이 도떼기시장이라 난 잘 모르겟음 🥲"
5.0,2024.06.22.,"10년만에 생각나서 갔는데 와우... 무개념 천지네요..
줄없다고 방송했지 양아치처럼 새치기해서 빵집어 가라고 하지 않았는데  ..."
5.0,2024.06.20.,"청주 사는데 성심당이 뭐 별건가 
남이 사다 준 튀소 먹어봤는데
열광할 정도 ..."
1.0,2024.06.17.,"빵맛은 최고인지 몰라도 최악의서비스입니다. 대기자가 많아도 처응 입장할 인원을 제한을 어느정도 둬야지, 빵을 사러간거지 사람에 치여서 빵도 못집을 정도로 입장시키는건 아니지 않나요?
매장안에 어느정도 붐비는지 비슷한정도를 퍼왔는데 빵담은 쟁판 안엎어진게 다행입니다"
5.0,2024.06.17.,"리뷰처럼 빵 잔뜩 담았는데 진짜 2만원 초반대 나와서 소름 돋았어요 ㅎㅎ 
다른 빵집 같으면 이만큼에 4만원 가까이 깨질텐데 가성비 좋고 재료도 건강해보이고 맛도..."
1.0,2024.06.07.,유치원 시절 아버지를 따라 극장에서 '리쎌웨폰2'를 보고 성심당에 들러서 빵을 먹던 때부터 최애 빵집이었다. 전국의 어느 유명 케익보다도 부드럽고 맛있었다....
5.0,2024.06.05.,보통은 명성에 비해 별루일때가 많은데 여긴 싸고 맛있고 그냥 행복합니다
5.0,2024.06.01.,나의사랑 너의사랑 우리대전 성심당😍😘🥰
5.0,2024.06.01.,빵을좋아하는사람입니다 직원도친절하고 모든빵이 다 맛있더군요굿
5.0,2024.05.28.,좋아요 ''''''
5.0,2024.05.25.,여유로운 오픈런을 기대하며 토요일 아침 7시 반 방문했지만.. 외부 대기줄은 없었지만 내부는 이미 북적하다. 명란바게뜨는 나올때까지 줄서있다가 삼. 몇해전 방문했을땐 이정도까진 아니었는데..
3.0,2024.05.18.,"성심당 가려고 대전까지 갈만한 빵맛은 아닌거같아요
솔직히 동네에 더 맛있는 빵집 많아요
가격이 저렴하긴한데 빵이 막 특출나게 맛있다..."
5.0,2024.05.13.,"빵이 맛있다아🥖 줄이 진짜 길다아...
내부가 매우 혼잡하다아... 혼돈 그자체...
결제는 줄이 따로 없다 재빠르게 ..."
4.0,2024.05.13.,"좀 늦게가서 주차는 편하게 했는데.....,"
5.0,2024.05.12.,본점에서는 망고시루 안 팔고 케잌부띠끄에서만 판대요! 꼭 확인 후 웨이팅 하세요 ㅜ 1시간 넘게 웨이팅했는데 전 넘 맛있게 잘 먹었습니다 👍
4.0,2024.05.04.,서울에서 대전으로 처음 놀러 가보는거고 또 성심당도 태어나서 처음 가봤습니다. 튀소세트랑 반반세트 사자해서 튀소세트 상자에 담겨져 있는 걸로 사려고 했는데 상자에 튀김소보로 담으시는 여자 직원 분 바쁘고 정신 없...
4.0,2024.05.04.,"성심당은 성심당이지
빵도 달지않고, 진짜 맛있어요"
5.0,2024.05.01.,"이게 무슨 맛인지 의아한 메뉴도 있었으나... 독특한 메뉴도 많았고 대부분 가격 대비 괜찮았던 것 같습니다. 튀소를 비롯해 빵들이 대체적으로 다양하게 단 편입니다.(팥, 설탕, 캐러멜 등...)
내부가 너무 ..."
5.0,2024.04.28.,"먹은지 두달되어가는데 잊을수없음..
부모님도 뭔빵사러 대전가냐하시더니 먹고서는 괜찮다하시네요 존맛.."
5.0,2024.04.23.,대한민국 원탑 베이커리답네요 특히 샌드위치가 전 정말 맛있었어요!! 저렴한 가격에 좋은 빵을 먹을수 있어서 일부러 대전들렸다 갑니다👍
5.0,2024.04.20.,"나도 드디어 성심당 가봤다!!!! 내부가 장관이네...
빵을 썩 좋아하지 않지만 가격도 착한..."
4.0,2024.04.16.,"대전 그 잡채 성심당. 요번에는 생크림튀소 먹어봤는데 맛있었어요. 적당히 애매한 저녁시간에 가니까 빵도 많고, 줄도 거의 없어서 나이스했습니다."
5.0,2024.04.12.,맛있음 평일 오전 기준 웨이팅 1도없고 괜찮 오후에 사람 좀 많을때 가도 계산대가 6~8대나 있어서 줄이 은근 빨리 빠져요ㅎ 빵들 퀄리티랑 크기에 비해서 가격은 ㄹㅇ괜찮다고 생각했음 빵들이 전체적으루 큼직큼직함.. 튀소구마랑 오징어먹물?빵이 맛있어오
5.0,2024.04.11.,"가성비 좋고 맛있어요
주방이 오픈되어있어서 외부에서도 볼 수 있게 해놓은만큼 위생관리가 철저하다고 느껴지네요.

줄이 긴데 ..."
5.0,2024.04.04.,"엄청엄청 맛있어서 이건 꼭 안 먹으면 죽음뿐 같은 빵은 없지만 무엇을 골라도 평균이상의 맛과 낮은 가격에 쉽게 행복을 취할 수 있음. 
갠적으로는 김치..."
5.0,2024.04.02.,"빵 맛있고 다 좋은데 사람 많은 건 둘째치고
결제 줄이 조금 통제 되거나 효율적으로 분리되면 좋겠어요.
손님들이 알아서 빈자리 찾아서 앞으로 오셔도 된..."
4.0,2024.03.31.,"사람 진짜 많음
빵 사고 나오는 사람들 보면 다들 행복해보임
맛은 거슬리는 거 없이 잘 하는 맛.. 뭘 골라도 망하진 않음 여러번 가봤지만 너무..."
5.0,2024.03.03.,"대전 갈때마다 꼭 갑니다. 저렴하고 맛있는건 당연하구요, 웨이팅하면서 짜증날 법도 한데 직원분들이 정말 교육을 잘받으셔서 엄청 친절하시고 항상 기분좋게 나갑니다."
5.0,2024.03.01.,바쁜데도 직원분들이 다 친절하셧어요
5.0,2024.02.25.,더 비싸고 맛있는 빵들 많이 먹어봤지만 빵은 빵값일 때가 제일 맛있는 것 같습니다. 이 가격에 이 맛이라고..?를 외치면서 가심비 좋게 먹었어요. 만족스러워서 다음에도 빵 사러 대전까지 가고 싶네요!
1.0,2024.02.24.,"주말에 웨이팅 엄청 길고, 매장 입장하면 완전 돗데기. 앞사람 등 밖에 안보이고, 심지어 움직이기도 힘듬. 매장을 확장하던지ㅎ 유명하다해서 가봤는데 한 번 가본 걸로 족함."
4.0,2024.02.15.,빵은 맛있나 위에 테라스 키친은 기대이하
5.0,2024.02.14.,"맛이너무좋아요
KBS2 생생정보통1887회 방송에나왔습니다"
5.0,2024.01.25.,빵 천국
5.0,2024.01.23.,성심당 최고입니다 추천합니다
5.0,2024.01.22.,빵 한트레이에 가득 담았는데 2만원도 안 나왔어요 놀랠노자..... 맛은 어찌나 맛있는지 그 많은 빵들 이틀만에 혼자 순삭했습니다 빵 사러 또 가고싶습니다
5.0,2024.01.14.,가성비가 미쳤네요...
5.0,2024.01.10.,"본점이랑 케잌부티끄 그리고 문화원까지 성심당 동네같아 좋았고, 
빵들 케이크 특히 딸기시루 완전 짱이고 샌드위치들까지 찐으로 맛있는 곳입니다"
5.0,2024.01.06.,빵만 열개 넘게 샀는데 3만원대였음. 일단 가성비에서 대단히 만족스러움. 빵도 먹음직스럽고 맛도 훌륭! 단점은 줄서는 시스템이 없어서 안에 들어가면 너무 무질서함. 계산대도 좀 더 체계적이었으면 좋겠음. 계산하는 줄도 특별히 없음.
2.0,2024.01.03.,"왜 유명한지 잘 모르겠어요
전 튀김소보루랑 부추빵은 맛없어서 반은 버렸는데...
제 입맛하고는..."
5.0,2023.12.27.,"빵 나오면 우루루 집어가는 모습이 재미있었어요 ㅋㅋㅋ
맛도 가격도 좋아요 가게앞도 이뻐요!!"
5.0,2023.12.24.,명실상부 최고 빵집
5.0,2023.12.14.,한 도시의 상징이 빵집이 된 이유
5.0,2023.12.12.,"긴 줄, 협소한 내부, 정신없는 분위기. 하지만 이 모든 것이 용인되는.. 그야말로 정점"
5.0,2023.12.07.,"명란 바게뜨... 널 사랑해
소금빵... 너무 촉촉해"
5.0,2023.12.05.,"줄이 길지만 회전율이 높아서 금방 들어가요. 방금 나온 빵들이 한가득..
주차 가능해요."
5.0,2023.11.30.,"정말 대전사람이고싶다.....
사랑해요 성심당❤️"
5.0,2023.11.29.,성심당 본점과 베이커리식당 처음 가보았는데 유명한 이유를 알게되었네요 가성비가 아니라 가심비도 좋은 곳~*
2.0,2023.11.21.,영수증 꼭 잘 확인하세요. 집에 와서 영수증 확인해서 보니 직원들이 너무 바뻐서 그런지 뱅오쇼콜라를 초코폭탄으로 잘못찍어서 계산해놨네요. 두 빵의 가격차이가 많이 나서 여러개 샀으면 아주아주 난감할뻔 했네요.
5.0,2023.11.14.,"주말이라 사람이 많을 것이라 생각했지만,
많아도 너무 많아서 놀랐답니다!
3-40분 정도는 밖에..."
5.0,2023.11.13.,튀소 크리미튀소랑 메아리 크림치즈화이트번이 ㄹㅇ 맛도리
5.0,2023.11.11.,"샌드위치 당일
순수롤, 명란바게트, 소금빵, 작은메아리 필수"
5.0,2023.11.10.,말해뭐합니까
5.0,2023.11.10.,"한국전쟁 1.4 흥남 철수때 내려와 우연히 대전에 정착
밀가루 2포대를 찐빵으로 만들어 팔던 성심당.
2005년 화재로 모든 걸 잃었어도..."
5.0,2023.11.02.,명란바게트 먹고 싶을 때 서울에서 대전까지 감. 마늘바게트도 좋아하는데 P사 T사 등 대형 빵집은 마늘꿀 양이 서운할 정도로 발려져 있는데 성심당은 마늘꿀에 바게트가 푹 절여져 있음. 재료를 아끼지 않는 점이 맛의 ...
4.0,2023.11.01.,"The cakes are plentiful and constantly filled. Many tourists buy it as a gift, I think there are 11 bags of SungSimDang for every 10 people. Friendly and enthusiastic staff. Cakes should be eaten imme..."
5.0,2023.10.30.,토요일 주말에 가니까 줄을 30분 섰지만 ㅜ!! 주변이 번화가 좁은 골목이라 사람에 채이고 정신없지만!! 기빨리지만!! 이 가성비에 차가워져도 맛있는빵 성심당이니까 용서된다… 아쉬운건 명란바게트가 품절이라 못샀음 ㅜㅜㅜ
5.0,2023.10.28.,"저의 최애 빵집 ㅜㅜ 성심당때문에 대전 살고싶어요.

튀김소보로와 튀긴빵류는 전부 맛있고(도넛 사라다..."
5.0,2023.10.27.,"대전 살땐 몰랐더랬죠,, 성심당의 소중함을 ㅠ
오랜만에 내려온김에 지인들 먹일 것까지 사가여🫶🏼
서울에..."
5.0,2023.10.23.,맛은있는데 줄이 너무길어요
5.0,2023.10.22.,"대전의 자랑 성심당. 줄서기 귀찮다면 오픈런 하는게 낫고, 줄 선다 해도 생각보다 빨리 빠집니다. 맛있고 다양한 빵들. 대전 올때마다 늘 들립니다."
5.0,2023.10.06.,다들 잘모르지만 여기 식사빵맛집이에요. 치아바타 미친존맛임... 5개살걸....
4.0,2023.10.02.,"2023. 07. 28.
김치찹쌀주먹밥 맛있어요 먹어주세요

+..."
5.0,2023.09.27.,빵 왕마니 샀는데 얼마 안해서 깜짝 놀랐어용🙊 또 가격이 싸다고 맛이 떨어지는 것도 아니구용!! 역시 성심당♡ 당장 먹고싶은데 위에 자리가 없어서 비오는 날 길빵이라도 해야하나 하는 찰나 직원분이 친절하게 바로 앞 성심문화원?을...
5.0,2023.09.26.,가격도 가격인데 너무너무맛있어요
5.0,2023.09.18.,대전 오면 항상 들르는 곳. 대전분들 부럽습니다ㅠ 튀소 말고도 맛있는 빵들이 많아요. 요즘은 작은메아리가 인기가 많은지 좀 늦게갔더니 품절됐더군요 보통은 여행 마지막에 들르는것 같지만 인기있는 빵을 사려면 일찍 가시는게 좋을것 같네요
4.0,2023.09.16.,"튀소 바로먹으니 겁나 맛있어서 뒤집어짐💛😁
근데 사과랑 양상추 들어간 바게뜨샌드위치는....
맛 너무 이상했어요 ㅜㅜ 뭔맛이..."
5.0,2023.09.11.,"명란바게트 사과어쩌구샌드위치 퀸아망 뭔방망이 빅매치 하얀거 다 맛있었다 (토요빵은 좀..~ 
대전 사람들 좋겠다 
명란이 진173728짜 맛있다 사랑해"
5.0,2023.08.30.,"짱맛 🤤

소금빵 보문산메아리 또 먹구싶다 . . . T.T"
4.0,2023.08.27.,"땡볕에서 한 30분은 기다린거 같음..대전인이 ""아마 주말이니 기다릴거다""라는 말을 듣고 가긴했는데 이정도일줄 몰랐지 ㅜㅜ 매장안은 더 혼돈의 카오스긴 했는데 그래도 먹고가는 곳은 아니라서 빨리 빠졌다... 빵이 비싼..."
5.0,2023.08.19.,롯데백화점 보다 본점이 종류가 적네요. 하지만 내용물이 더 들었다는 말도 많고 빵이 정말 빠르게 채워지더군요.. 좋습니다.
5.0,2023.08.19.,"말해뭐해.

다 맛있다"
5.0,2023.08.17.,대기 없이 사서 먹어보니 줄 없으면 먹을 만 한 빵집이에요. 몇 시간 동안 기다려서 살 빵집은 아닌거같아요. 막 궁금해하고 그럴 필요 없고 동네에 하나씩 있는 빵 괜찮게 만드는 평범한 빵집입니다. 대기가 길면 안 가셔도 될거 같아요.
5.0,2023.08.10.,튀김소보로 별로 였던 분들껜 튀소구마와 초코튀소를 추천합니다! 기름맛을 초코가 싹 잡아줘요 ㅠㅠㅠ
5.0,2023.08.05.,주말피해서 가면  대기많이 안하고  맛있는 빵 살수있음..생일때는 항상 케이크사는곳.   샌드위치맛집.  보문산메아리 맛집. 빵은 성심당이  최고!!
5.0,2023.08.04.,값싸고 맛있는빵이 너무 많았어요! 평일 낮에도 사람 많은건 아쉽습니두ㅠㅠㅠ
5.0,2023.08.03.,여전히 맛있고 사람도많네요
4.0,2023.08.02.,"무슨 명소 가듯이 밖에 구경만 했음. 대기자가 너무 너무 많음. 
그냥 대전역점에 튀소 구함"
5.0,2023.07.31.,대전갈때마다 성심당은 무조건 들려요~~~최고예요👍👍👍
5.0,2023.07.30.,빵이 가격도 착하고 맛도 있음
5.0,2023.07.30.,"역시 대전을 대표하는 빵집답게 모든 종류의 빵들이 두루 맛있었다. 소보로 1700원.. 명성에 비하여 그렇게 비싸지 않은 가격에 빵들을 즐길 수 있다는 것도 성심당이 명성을 이어가는데 한 몫을 하는 것 같다. 토요일 11시경, 갔을 당시 첫번..."
5.0,2023.07.29.,말해뭐행 늘 맛있습니다 가성비도 짱
4.0,2023.07.27.,올해 마지막 판매하는 망고케이크 사옴 망고도 많고 크림도 많음 평일인데도 사람 많음
5.0,2023.07.23.,대한민국 1등빵집
5.0,2023.07.22.,"성심당 체고시다 🫶🏻
부띠끄까지 45000 긁고 왔습니다
행복하네..."
5.0,2023.07.12.,"성심당 대전의 명물로도 유명한 곳
저도 대전에 와서 성심당에 들렀었는데요
대전역에 있는 빵보다 다양하게 배치되어 있었고
가격도 타 빵집..."
5.0,2023.07.12.,입구 들어서는 순간부터 파리바게트밖에 없는 우리동네가 너무나도 미워진다
5.0,2023.07.11.,"과일이 들어간 빵, 케익은 반드시 드셔보세요. 정말 맛있어요. ㅜㅜ
다른 빵도..."
4.0,2023.06.27.,"빵 가격이 다른데비해? 저렴한 편인건 좋아요~
아근데 손님이 너무 많다보니ㅠㅠ 빵 하나 고르기도 힘들고.. 어차피 밖에서 줄 서야하는거 인원조절하며 들어가게 해주셧으면 합니당.. 
그냥 ""들..."
5.0,2023.06.20.,"토요빵을 못산게 너무 아쉬워서 다시가고싶어요ㅜㅜㅠㅠ 가격도 저렴하고 맛있고 종류많고 너무 좋은듯
대전살고싶어요"
5.0,2023.05.29.,줄보고 헉했지만 15분대기후 들어갔고 .. 가성비가 참 좋은 빵집 👍 다 쓸어담고 싶었다
5.0,2023.05.06.,딸기시루 넌 내거야
5.0,2023.05.05.,사람 진짜 진짜 많은데 그래도 줄이 금방 빠지는편이에요 샌드위치류랑 명란바게트 사려면 또 따로 줄서야해요 그래도 이렇게 다해서 5만원도 안나오고 다 맛있어서 재방문의사 100%있습니다ㅎㅎ 대전분들 부러워요
5.0,2023.05.03.,3번이나 갔는데 저는 역시 본점 황금식빵이 너무 좋네요..! 이번에는 사람이 너무 많아서 못샀지만ㅠㅠ
5.0,2023.05.03.,싸고 넘 맛있어요!!
4.0,2023.04.01.,빵 맛있고 역 근처라 좋습니다. 그런데 평일인데 사람이 너무 많고 빵을 거의 지켜야(?)하는 수준입니다. ㅠㅠㅠㅠ 종류는 많구 시즌별로 빵 많습니다.
5.0,2023.03.27.,왜 성심당인지 알 것 같음. 살면서 먹어본 빵들 중에 손에 꼽을 정도로 맛있고 빵 15개 6만원어치 샀는데 실패한 빵이 없음 특히 샌드위치 상대적으로 비싼 것 같지만 프랜차이즈 빵집 비교하면 이정도 퀄에 그 가...
5.0,2023.03.12.,두말하면 입아픈
5.0,2023.03.11.,"이번 딸기철은 성심당덕에 풍요로웠다.......
대전시민의 자부심 ㅜ 타르트 진짜 맛있어요

근데..."
5.0,2023.03.11.,빵도 다른 빵집에 비해 저렴하고 맛나요 다만 요즘 인기가 늘어서 웨이팅이 굉장히 길어졌다는 점.. 케이크부띠크 줄이 비교적 짧습니당
5.0,2023.03.02.,ㅎㅎ
